cell,protein
NCI-H322M,6086
NCI-H322M,9200
NCI-H322M,4014
NCI-H322M,8499
NCI-H322M,11921
NCI-H322M,3195
NCI-H322M,15357
NCI-H322M,15621
NCI-H322M,6054
NCI-H322M,4467
NCI-H322M,8106
NCI-H322M,16177
NCI-H322M,13736
NCI-H322M,10694
NCI-H322M,2548
NCI-H322M,16858
NCI-H322M,7414
NCI-H322M,16860
NCI-H322M,2414
NCI-H322M,3217
NCI-H322M,7142
NCI-H322M,9043
NCI-H322M,16413
NCI-H322M,3161
NCI-H322M,16199
NCI-H322M,240
NCI-H322M,2686
NCI-H322M,12319
NCI-H322M,14979
NCI-H322M,3308
NCI-H322M,11662
NCI-H322M,3082
NCI-H322M,7118
NCI-H322M,10152
NCI-H322M,9700
NCI-H322M,10219
NCI-H322M,9981
NCI-H322M,8838
NCI-H322M,12526
NCI-H322M,12375
NCI-H322M,13324
NCI-H322M,7706
NCI-H322M,5074
NCI-H322M,723
NCI-H322M,15272
NCI-H322M,15816
NCI-H322M,12360
NCI-H322M,11016
NCI-H322M,5379
NCI-H322M,8080
NCI-H322M,7921
NCI-H322M,9676
NCI-H322M,12615
NCI-H322M,513
NCI-H322M,1233
NCI-H322M,14367
NCI-H322M,3820
NCI-H322M,11153
NCI-H322M,7670
NCI-H322M,13661
NCI-H322M,1049
NCI-H322M,5673
NCI-H322M,4804
NCI-H322M,12621
NCI-H322M,12544
NCI-H322M,16926
NCI-H322M,2280
NCI-H322M,14718
NCI-H322M,1474
NCI-H322M,7666
NCI-H322M,15200
NCI-H322M,5558
NCI-H322M,7420
NCI-H322M,16170
NCI-H322M,14355
NCI-H322M,9093
NCI-H322M,4304
NCI-H322M,10465
NCI-H322M,15850
NCI-H322M,7517
NCI-H322M,4186
NCI-H322M,16821
NCI-H322M,12914
NCI-H322M,2010
NCI-H322M,15042
NCI-H322M,12079
NCI-H460,10771
NCI-H460,320
NCI-H460,14608
NCI-H460,8229
NCI-H460,848
NCI-H460,1513
NCI-H460,10779
NCI-H460,4791
NCI-H460,16086
NCI-H460,5110
NCI-H460,16493
NCI-H460,15526
NCI-H460,15853
NCI-H460,13574
NCI-H460,7903
NCI-H460,3245
NCI-H460,11669
NCI-H460,11191
NCI-H460,13660
NCI-H460,427
NCI-H460,15186
NCI-H460,7273
NCI-H460,12652
NCI-H460,8223
NCI-H460,12933
NCI-H460,15080
NCI-H460,4790
NCI-H460,4967
NCI-H460,1278
NCI-H460,15508
NCI-H460,12706
NCI-H460,15535
NCI-H460,15378
NCI-H460,15792
NCI-H460,7497
NCI-H460,10125
NCI-H460,15123
NCI-H460,3120
NCI-H460,864
NCI-H460,14758
NCI-H460,9165
NCI-H460,12126
NCI-H460,9639
NCI-H460,13632
NCI-H460,10665
NCI-H460,16278
NCI-H460,8238
NCI-H460,8236
NCI-H460,3186
NCI-H460,14775
NCI-H460,12008
NCI-H460,14523
NCI-H460,5493
NCI-H460,13026
NCI-H460,9561
NCI-H460,10617
NCI-H460,14298
NCI-H460,8233
NCI-H460,6256
NCI-H460,5383
NCI-H460,1675
NCI-H460,15793
NCI-H460,853
NCI-H460,2391
NCI-H460,16426
NCI-H460,14798
NCI-H460,13948
NCI-H460,967
NCI-H460,15967
NCI-H460,1405
NCI-H460,5539
NCI-H460,8234
NCI-H460,16586
NCI-H460,5387
NCI-H460,13227
NCI-H460,16191
NCI-H460,16086
NCI-H460,16441
NCI-H460,14436
NCI-H460,6145
NCI-H460,15765
NCI-H460,17088
NCI-H460,14461
NCI-H460,16374
NCI-H460,14029
NCI-H460,16643
NCI-H460,625
NCI-H460,6423
NCI-H460,15229
NCI-H460,1021
NCI-H460,10289
NCI-H460,9670
NCI-H460,15292
NCI-H460,11633
NCI-H460,15369
NCI-H460,4700
NCI-H460,13425
NCI-H460,6335
NCI-H460,14488
NCI-H460,12277
NCI-H460,3768
NCI-H460,15960
NCI-H460,5368
NCI-H460,9597
NCI-H460,7856
NCI-H460,8235
NCI-H460,9671
NCI-H460,14136
NCI-H460,9200
NCI-H460,4467
NCI-H460,8106
NCI-H460,16177
NCI-H460,13736
NCI-H460,7414
NCI-H460,16860
NCI-H460,2414
NCI-H460,3217
NCI-H460,16413
NCI-H460,16199
NCI-H460,12319
NCI-H460,3308
NCI-H460,7118
NCI-H460,10219
NCI-H460,12526
NCI-H460,12375
NCI-H460,13324
NCI-H460,5074
NCI-H460,723
NCI-H460,9676
NCI-H460,513
NCI-H460,1233
NCI-H460,7670
NCI-H460,1049
NCI-H460,5673
NCI-H460,12621
NCI-H460,2280
NCI-H460,14718
NCI-H460,7666
NCI-H460,9093
NCI-H460,15850
NCI-H460,4186
NCI-H460,2010
NCI-H460,15042
NCI-H460,12079
NCI-H522,16086
NCI-H522,15526
NCI/ADR-RES,4416
NCI/ADR-RES,10771
NCI/ADR-RES,17083
NCI/ADR-RES,10941
NCI/ADR-RES,320
NCI/ADR-RES,487
NCI/ADR-RES,8521
NCI/ADR-RES,14608
NCI/ADR-RES,8229
NCI/ADR-RES,848
NCI/ADR-RES,9703
NCI/ADR-RES,15466
NCI/ADR-RES,15894
NCI/ADR-RES,1513
NCI/ADR-RES,2314
NCI/ADR-RES,10779
NCI/ADR-RES,4791
NCI/ADR-RES,9185
NCI/ADR-RES,7949
NCI/ADR-RES,1904
NCI/ADR-RES,16086
NCI/ADR-RES,3452
NCI/ADR-RES,9446
NCI/ADR-RES,14382
NCI/ADR-RES,8751
NCI/ADR-RES,12164
NCI/ADR-RES,15853
NCI/ADR-RES,13574
NCI/ADR-RES,7903
NCI/ADR-RES,3245
NCI/ADR-RES,14761
NCI/ADR-RES,11669
NCI/ADR-RES,8500
NCI/ADR-RES,11191
NCI/ADR-RES,9340
NCI/ADR-RES,15737
NCI/ADR-RES,11325
NCI/ADR-RES,15638
NCI/ADR-RES,4845
NCI/ADR-RES,427
NCI/ADR-RES,16358
NCI/ADR-RES,4956
NCI/ADR-RES,15186
NCI/ADR-RES,7273
NCI/ADR-RES,12652
NCI/ADR-RES,8223
NCI/ADR-RES,12933
NCI/ADR-RES,3502
NCI/ADR-RES,15080
NCI/ADR-RES,3647
NCI/ADR-RES,402
NCI/ADR-RES,15607
NCI/ADR-RES,5369
NCI/ADR-RES,14107
NCI/ADR-RES,6574
NCI/ADR-RES,9665
NCI/ADR-RES,4032
NCI/ADR-RES,15915
NCI/ADR-RES,4790
NCI/ADR-RES,20
NCI/ADR-RES,4967
NCI/ADR-RES,11934
NCI/ADR-RES,1278
NCI/ADR-RES,5569
NCI/ADR-RES,14731
NCI/ADR-RES,7826
NCI/ADR-RES,12706
NCI/ADR-RES,2007
NCI/ADR-RES,15535
NCI/ADR-RES,15378
NCI/ADR-RES,4638
NCI/ADR-RES,14002
NCI/ADR-RES,8308
NCI/ADR-RES,14773
NCI/ADR-RES,4140
NCI/ADR-RES,6047
NCI/ADR-RES,11123
NCI/ADR-RES,15792
NCI/ADR-RES,5806
NCI/ADR-RES,7497
NCI/ADR-RES,10125
NCI/ADR-RES,15123
NCI/ADR-RES,4394
NCI/ADR-RES,10376
NCI/ADR-RES,8496
NCI/ADR-RES,864
NCI/ADR-RES,14758
NCI/ADR-RES,449
NCI/ADR-RES,728
NCI/ADR-RES,15149
NCI/ADR-RES,17015
NCI/ADR-RES,9273
NCI/ADR-RES,12126
NCI/ADR-RES,10974
NCI/ADR-RES,13421
NCI/ADR-RES,9639
NCI/ADR-RES,5219
NCI/ADR-RES,2362
NCI/ADR-RES,3461
NCI/ADR-RES,15498
NCI/ADR-RES,16688
NCI/ADR-RES,10665
NCI/ADR-RES,7038
NCI/ADR-RES,16081
NCI/ADR-RES,16278
NCI/ADR-RES,8238
NCI/ADR-RES,15814
NCI/ADR-RES,6362
NCI/ADR-RES,8236
NCI/ADR-RES,6928
NCI/ADR-RES,12445
NCI/ADR-RES,3186
NCI/ADR-RES,14775
NCI/ADR-RES,8241
NCI/ADR-RES,10401
NCI/ADR-RES,8555
NCI/ADR-RES,12008
NCI/ADR-RES,14523
NCI/ADR-RES,1333
NCI/ADR-RES,5493
NCI/ADR-RES,11044
NCI/ADR-RES,13026
NCI/ADR-RES,11736
NCI/ADR-RES,9561
NCI/ADR-RES,10617
NCI/ADR-RES,16068
NCI/ADR-RES,14298
NCI/ADR-RES,15349
NCI/ADR-RES,2872
NCI/ADR-RES,8230
NCI/ADR-RES,15508
NCI/ADR-RES,8233
NCI/ADR-RES,6256
NCI/ADR-RES,5383
NCI/ADR-RES,14694
NCI/ADR-RES,6308
NCI/ADR-RES,1605
NCI/ADR-RES,7163
NCI/ADR-RES,13958
NCI/ADR-RES,12538
NCI/ADR-RES,614
NCI/ADR-RES,15793
NCI/ADR-RES,2508
NCI/ADR-RES,853
NCI/ADR-RES,809
NCI/ADR-RES,5516
NCI/ADR-RES,13576
NCI/ADR-RES,15711
NCI/ADR-RES,2391
NCI/ADR-RES,9203
NCI/ADR-RES,10089
NCI/ADR-RES,10378
NCI/ADR-RES,3183
NCI/ADR-RES,5555
NCI/ADR-RES,16426
NCI/ADR-RES,14798
NCI/ADR-RES,9286
NCI/ADR-RES,13948
NCI/ADR-RES,967
NCI/ADR-RES,15967
NCI/ADR-RES,1405
NCI/ADR-RES,4305
NCI/ADR-RES,5539
NCI/ADR-RES,15260
NCI/ADR-RES,8234
NCI/ADR-RES,4841
NCI/ADR-RES,14812
NCI/ADR-RES,16586
NCI/ADR-RES,5387
NCI/ADR-RES,4438
NCI/ADR-RES,14449
NCI/ADR-RES,5976
NCI/ADR-RES,13227
NCI/ADR-RES,16191
NCI/ADR-RES,16086
NCI/ADR-RES,12193
NCI/ADR-RES,12413
NCI/ADR-RES,3341
NCI/ADR-RES,16441
NCI/ADR-RES,6145
NCI/ADR-RES,15810
NCI/ADR-RES,15765
NCI/ADR-RES,14461
NCI/ADR-RES,7802
NCI/ADR-RES,15394
NCI/ADR-RES,14242
NCI/ADR-RES,16374
NCI/ADR-RES,11430
NCI/ADR-RES,10759
NCI/ADR-RES,14029
NCI/ADR-RES,16643
NCI/ADR-RES,14659
NCI/ADR-RES,15593
NCI/ADR-RES,6746
NCI/ADR-RES,625
NCI/ADR-RES,6423
NCI/ADR-RES,15229
NCI/ADR-RES,865
NCI/ADR-RES,2174
NCI/ADR-RES,12427
NCI/ADR-RES,1021
NCI/ADR-RES,10210
NCI/ADR-RES,1181
NCI/ADR-RES,10289
NCI/ADR-RES,4117
NCI/ADR-RES,847
NCI/ADR-RES,14604
NCI/ADR-RES,6960
NCI/ADR-RES,15292
NCI/ADR-RES,703
NCI/ADR-RES,2340
NCI/ADR-RES,4491
NCI/ADR-RES,12654
NCI/ADR-RES,15774
NCI/ADR-RES,15481
NCI/ADR-RES,10967
NCI/ADR-RES,12633
NCI/ADR-RES,1475
NCI/ADR-RES,11633
NCI/ADR-RES,6114
NCI/ADR-RES,15369
NCI/ADR-RES,4700
NCI/ADR-RES,13425
NCI/ADR-RES,6554
NCI/ADR-RES,13332
NCI/ADR-RES,6335
NCI/ADR-RES,1338
NCI/ADR-RES,16166
NCI/ADR-RES,14488
NCI/ADR-RES,473
NCI/ADR-RES,9938
NCI/ADR-RES,16564
NCI/ADR-RES,12277
NCI/ADR-RES,3768
NCI/ADR-RES,1935
NCI/ADR-RES,6150
NCI/ADR-RES,7725
NCI/ADR-RES,16629
NCI/ADR-RES,84
NCI/ADR-RES,6426
NCI/ADR-RES,14026
NCI/ADR-RES,13052
NCI/ADR-RES,14800
NCI/ADR-RES,4855
NCI/ADR-RES,12299
NCI/ADR-RES,7856
NCI/ADR-RES,3367
NCI/ADR-RES,8235
NCI/ADR-RES,7496
NCI/ADR-RES,5682
NCI/ADR-RES,9671
NCI/ADR-RES,14136
NCI/ADR-RES,6086
NCI/ADR-RES,9200
NCI/ADR-RES,8499
NCI/ADR-RES,3195
NCI/ADR-RES,596
NCI/ADR-RES,237
NCI/ADR-RES,4467
NCI/ADR-RES,4891
NCI/ADR-RES,8106
NCI/ADR-RES,16177
NCI/ADR-RES,13736
NCI/ADR-RES,10694
NCI/ADR-RES,12021
NCI/ADR-RES,7414
NCI/ADR-RES,16860
NCI/ADR-RES,2414
NCI/ADR-RES,3217
NCI/ADR-RES,7142
NCI/ADR-RES,14187
NCI/ADR-RES,16413
NCI/ADR-RES,3161
NCI/ADR-RES,16199
NCI/ADR-RES,2686
NCI/ADR-RES,15592
NCI/ADR-RES,16236
NCI/ADR-RES,14979
NCI/ADR-RES,15223
NCI/ADR-RES,3308
NCI/ADR-RES,11662
NCI/ADR-RES,3082
NCI/ADR-RES,12865
NCI/ADR-RES,7118
NCI/ADR-RES,10219
NCI/ADR-RES,9981
NCI/ADR-RES,8838
NCI/ADR-RES,12526
NCI/ADR-RES,12375
NCI/ADR-RES,13324
NCI/ADR-RES,16887
NCI/ADR-RES,12804
NCI/ADR-RES,5074
NCI/ADR-RES,723
NCI/ADR-RES,15272
NCI/ADR-RES,15816
NCI/ADR-RES,2560
NCI/ADR-RES,8080
NCI/ADR-RES,9676
NCI/ADR-RES,12615
NCI/ADR-RES,513
NCI/ADR-RES,1233
NCI/ADR-RES,14367
NCI/ADR-RES,7899
NCI/ADR-RES,11153
NCI/ADR-RES,552
NCI/ADR-RES,7601
NCI/ADR-RES,13917
NCI/ADR-RES,7670
NCI/ADR-RES,14086
NCI/ADR-RES,5673
NCI/ADR-RES,4804
NCI/ADR-RES,12621
NCI/ADR-RES,12544
NCI/ADR-RES,2280
NCI/ADR-RES,14718
NCI/ADR-RES,1474
NCI/ADR-RES,7666
NCI/ADR-RES,15200
NCI/ADR-RES,7420
NCI/ADR-RES,8724
NCI/ADR-RES,16170
NCI/ADR-RES,9093
NCI/ADR-RES,4304
NCI/ADR-RES,10465
NCI/ADR-RES,15850
NCI/ADR-RES,7517
NCI/ADR-RES,4186
NCI/ADR-RES,2010
NCI/ADR-RES,14018
NCI/ADR-RES,15042
NCIH23,4306
NCIH23,4416
NCIH23,7624
NCIH23,320
NCIH23,487
NCIH23,8229
NCIH23,15330
NCIH23,848
NCIH23,9703
NCIH23,806
NCIH23,1513
NCIH23,2314
NCIH23,10779
NCIH23,4791
NCIH23,7949
NCIH23,1904
NCIH23,16086
NCIH23,5110
NCIH23,16493
NCIH23,15526
NCIH23,3452
NCIH23,11078
NCIH23,10553
NCIH23,12164
NCIH23,6231
NCIH23,6764
NCIH23,13574
NCIH23,7903
NCIH23,3245
NCIH23,417
NCIH23,11669
NCIH23,11191
NCIH23,16819
NCIH23,15737
NCIH23,11325
NCIH23,2905
NCIH23,14702
NCIH23,14753
NCIH23,13660
NCIH23,427
NCIH23,13887
NCIH23,15186
NCIH23,7273
NCIH23,12652
NCIH23,8223
NCIH23,12933
NCIH23,3502
NCIH23,15080
NCIH23,402
NCIH23,7965
NCIH23,15607
NCIH23,6574
NCIH23,9898
NCIH23,4032
NCIH23,13600
NCIH23,4790
NCIH23,5964
NCIH23,1512
NCIH23,6814
NCIH23,4967
NCIH23,1278
NCIH23,6925
NCIH23,14731
NCIH23,3572
NCIH23,12706
NCIH23,13698
NCIH23,2007
NCIH23,15535
NCIH23,15378
NCIH23,4638
NCIH23,14002
NCIH23,14773
NCIH23,4140
NCIH23,6047
NCIH23,13584
NCIH23,11123
NCIH23,15792
NCIH23,5806
NCIH23,7497
NCIH23,10125
NCIH23,15123
NCIH23,16876
NCIH23,4394
NCIH23,10376
NCIH23,8496
NCIH23,8613
NCIH23,5892
NCIH23,864
NCIH23,14758
NCIH23,449
NCIH23,15149
NCIH23,17015
NCIH23,12126
NCIH23,9639
NCIH23,16688
NCIH23,10665
NCIH23,14445
NCIH23,4647
NCIH23,16646
NCIH23,7038
NCIH23,16081
NCIH23,16278
NCIH23,8238
NCIH23,15814
NCIH23,6941
NCIH23,8236
NCIH23,152
NCIH23,4965
NCIH23,3186
NCIH23,14775
NCIH23,8241
NCIH23,8555
NCIH23,12008
NCIH23,14523
NCIH23,1333
NCIH23,3215
NCIH23,5493
NCIH23,9587
NCIH23,10359
NCIH23,13026
NCIH23,9561
NCIH23,10617
NCIH23,16068
NCIH23,646
NCIH23,13270
NCIH23,5172
NCIH23,15349
NCIH23,2872
NCIH23,6060
NCIH23,8233
NCIH23,6256
NCIH23,14646
NCIH23,14694
NCIH23,6308
NCIH23,1605
NCIH23,7163
NCIH23,12538
NCIH23,15793
NCIH23,853
NCIH23,809
NCIH23,5516
NCIH23,12945
NCIH23,2391
NCIH23,9203
NCIH23,10089
NCIH23,3183
NCIH23,5337
NCIH23,16426
NCIH23,9143
NCIH23,14798
NCIH23,13948
NCIH23,967
NCIH23,8821
NCIH23,5557
NCIH23,15967
NCIH23,1405
NCIH23,11212
NCIH23,4305
NCIH23,5539
NCIH23,3534
NCIH23,8234
NCIH23,10443
NCIH23,16586
NCIH23,5387
NCIH23,14449
NCIH23,5976
NCIH23,13227
NCIH23,16191
NCIH23,15351
NCIH23,16086
NCIH23,2478
NCIH23,12193
NCIH23,12413
NCIH23,16441
NCIH23,6145
NCIH23,3419
NCIH23,15765
NCIH23,17088
NCIH23,14461
NCIH23,15394
NCIH23,16374
NCIH23,11453
NCIH23,10759
NCIH23,14029
NCIH23,16643
NCIH23,10782
NCIH23,15593
NCIH23,625
NCIH23,6423
NCIH23,7578
NCIH23,5150
NCIH23,15229
NCIH23,16022
NCIH23,12423
NCIH23,1021
NCIH23,10210
NCIH23,10289
NCIH23,3530
NCIH23,15292
NCIH23,11530
NCIH23,703
NCIH23,2340
NCIH23,15481
NCIH23,12633
NCIH23,795
NCIH23,11832
NCIH23,11633
NCIH23,5641
NCIH23,15369
NCIH23,4858
NCIH23,4700
NCIH23,13425
NCIH23,14255
NCIH23,1068
NCIH23,9635
NCIH23,6335
NCIH23,16166
NCIH23,14488
NCIH23,473
NCIH23,12277
NCIH23,3768
NCIH23,1935
NCIH23,7725
NCIH23,4688
NCIH23,15859
NCIH23,14064
NCIH23,5368
NCIH23,9597
NCIH23,6427
NCIH23,17047
NCIH23,14800
NCIH23,7856
NCIH23,3367
NCIH23,8235
NCIH23,6983
NCIH23,9671
NCIH23,14136
NCIH23,11128
NCIH23,9200
NCIH23,8499
NCIH23,3195
NCIH23,596
NCIH23,15357
NCIH23,15621
NCIH23,6054
NCIH23,4121
NCIH23,4467
NCIH23,5934
NCIH23,4891
NCIH23,8106
NCIH23,16177
NCIH23,13736
NCIH23,10605
NCIH23,10694
NCIH23,12021
NCIH23,7414
NCIH23,7880
NCIH23,16860
NCIH23,2414
NCIH23,3217
NCIH23,16413
NCIH23,3161
NCIH23,16199
NCIH23,240
NCIH23,2686
NCIH23,12319
NCIH23,14979
NCIH23,3308
NCIH23,11662
NCIH23,3850
NCIH23,12865
NCIH23,7118
NCIH23,10219
NCIH23,9981
NCIH23,8838
NCIH23,12526
NCIH23,12375
NCIH23,13324
NCIH23,5074
NCIH23,723
NCIH23,15272
NCIH23,15816
NCIH23,9591
NCIH23,5557
NCIH23,9676
NCIH23,12615
NCIH23,513
NCIH23,1233
NCIH23,14367
NCIH23,7899
NCIH23,11153
NCIH23,2448
NCIH23,7670
NCIH23,13593
NCIH23,1049
NCIH23,5673
NCIH23,12621
NCIH23,12544
NCIH23,2280
NCIH23,14718
NCIH23,1474
NCIH23,14601
NCIH23,7666
NCIH23,9719
NCIH23,15200
NCIH23,6198
NCIH23,15254
NCIH23,15108
NCIH23,16170
NCIH23,9093
NCIH23,4304
NCIH23,10465
NCIH23,15850
NCIH23,7517
NCIH23,4186
NCIH23,444
NCIH23,11624
NCIH23,12914
NCIH23,2010
NCIH23,15042
NCIH23,13265
NCIH23,12079
OVCAR-4,8160
OVCAR-4,631
OVCAR-4,4829
OVCAR-4,320
OVCAR-4,1604
OVCAR-4,14608
OVCAR-4,8229
OVCAR-4,8581
OVCAR-4,848
OVCAR-4,9703
OVCAR-4,12363
OVCAR-4,352
OVCAR-4,15894
OVCAR-4,1513
OVCAR-4,2314
OVCAR-4,10779
OVCAR-4,4791
OVCAR-4,7949
OVCAR-4,16314
OVCAR-4,4836
OVCAR-4,1904
OVCAR-4,16086
OVCAR-4,5110
OVCAR-4,16493
OVCAR-4,15526
OVCAR-4,8516
OVCAR-4,10553
OVCAR-4,14382
OVCAR-4,8751
OVCAR-4,12164
OVCAR-4,15853
OVCAR-4,13574
OVCAR-4,7903
OVCAR-4,3245
OVCAR-4,7028
OVCAR-4,417
OVCAR-4,14666
OVCAR-4,17088
OVCAR-4,6448
OVCAR-4,11669
OVCAR-4,11191
OVCAR-4,16819
OVCAR-4,15737
OVCAR-4,11325
OVCAR-4,14702
OVCAR-4,13660
OVCAR-4,4845
OVCAR-4,15186
OVCAR-4,12652
OVCAR-4,8223
OVCAR-4,12933
OVCAR-4,3502
OVCAR-4,12909
OVCAR-4,15080
OVCAR-4,15191
OVCAR-4,6574
OVCAR-4,9898
OVCAR-4,9665
OVCAR-4,4032
OVCAR-4,13600
OVCAR-4,4790
OVCAR-4,6814
OVCAR-4,4967
OVCAR-4,1278
OVCAR-4,5569
OVCAR-4,14731
OVCAR-4,15508
OVCAR-4,682
OVCAR-4,12706
OVCAR-4,15378
OVCAR-4,14002
OVCAR-4,8424
OVCAR-4,521
OVCAR-4,14773
OVCAR-4,15807
OVCAR-4,16926
OVCAR-4,4140
OVCAR-4,6047
OVCAR-4,13584
OVCAR-4,14980
OVCAR-4,15792
OVCAR-4,5806
OVCAR-4,7924
OVCAR-4,7497
OVCAR-4,12893
OVCAR-4,10125
OVCAR-4,15123
OVCAR-4,3120
OVCAR-4,17037
OVCAR-4,4394
OVCAR-4,10376
OVCAR-4,8496
OVCAR-4,864
OVCAR-4,14758
OVCAR-4,449
OVCAR-4,15149
OVCAR-4,17015
OVCAR-4,9165
OVCAR-4,12126
OVCAR-4,14732
OVCAR-4,16366
OVCAR-4,9639
OVCAR-4,5219
OVCAR-4,2362
OVCAR-4,1579
OVCAR-4,10665
OVCAR-4,15241
OVCAR-4,14445
OVCAR-4,9526
OVCAR-4,8708
OVCAR-4,112
OVCAR-4,15760
OVCAR-4,7038
OVCAR-4,16081
OVCAR-4,16278
OVCAR-4,8238
OVCAR-4,15814
OVCAR-4,8236
OVCAR-4,6928
OVCAR-4,4302
OVCAR-4,12445
OVCAR-4,3186
OVCAR-4,14775
OVCAR-4,8241
OVCAR-4,8555
OVCAR-4,12008
OVCAR-4,14523
OVCAR-4,1333
OVCAR-4,5493
OVCAR-4,11044
OVCAR-4,9587
OVCAR-4,13026
OVCAR-4,9561
OVCAR-4,10617
OVCAR-4,16068
OVCAR-4,17093
OVCAR-4,2717
OVCAR-4,2872
OVCAR-4,6060
OVCAR-4,8230
OVCAR-4,8233
OVCAR-4,6256
OVCAR-4,14694
OVCAR-4,6308
OVCAR-4,4150
OVCAR-4,1605
OVCAR-4,16926
OVCAR-4,296
OVCAR-4,13958
OVCAR-4,15793
OVCAR-4,2508
OVCAR-4,853
OVCAR-4,11382
OVCAR-4,2420
OVCAR-4,809
OVCAR-4,13576
OVCAR-4,13540
OVCAR-4,2391
OVCAR-4,4764
OVCAR-4,10089
OVCAR-4,10378
OVCAR-4,14639
OVCAR-4,5555
OVCAR-4,12431
OVCAR-4,16426
OVCAR-4,15904
OVCAR-4,9143
OVCAR-4,5422
OVCAR-4,14798
OVCAR-4,13948
OVCAR-4,967
OVCAR-4,8821
OVCAR-4,17093
OVCAR-4,15967
OVCAR-4,10188
OVCAR-4,1405
OVCAR-4,188
OVCAR-4,5539
OVCAR-4,8234
OVCAR-4,10443
OVCAR-4,2116
OVCAR-4,6855
OVCAR-4,14812
OVCAR-4,7900
OVCAR-4,16586
OVCAR-4,5387
OVCAR-4,4803
OVCAR-4,9552
OVCAR-4,14449
OVCAR-4,13227
OVCAR-4,16191
OVCAR-4,5290
OVCAR-4,16670
OVCAR-4,12118
OVCAR-4,16086
OVCAR-4,2478
OVCAR-4,12193
OVCAR-4,12413
OVCAR-4,3341
OVCAR-4,16441
OVCAR-4,6145
OVCAR-4,15810
OVCAR-4,17088
OVCAR-4,14461
OVCAR-4,15394
OVCAR-4,16374
OVCAR-4,8701
OVCAR-4,16322
OVCAR-4,10759
OVCAR-4,14029
OVCAR-4,6473
OVCAR-4,16643
OVCAR-4,15593
OVCAR-4,6872
OVCAR-4,625
OVCAR-4,6423
OVCAR-4,5150
OVCAR-4,15229
OVCAR-4,4076
OVCAR-4,16472
OVCAR-4,15667
OVCAR-4,1021
OVCAR-4,10210
OVCAR-4,13532
OVCAR-4,10289
OVCAR-4,8317
OVCAR-4,12178
OVCAR-4,7997
OVCAR-4,3530
OVCAR-4,6960
OVCAR-4,15292
OVCAR-4,703
OVCAR-4,2340
OVCAR-4,2424
OVCAR-4,13601
OVCAR-4,12654
OVCAR-4,16235
OVCAR-4,12633
OVCAR-4,11633
OVCAR-4,6114
OVCAR-4,15369
OVCAR-4,4700
OVCAR-4,13425
OVCAR-4,6554
OVCAR-4,10388
OVCAR-4,6335
OVCAR-4,1338
OVCAR-4,16166
OVCAR-4,14488
OVCAR-4,9938
OVCAR-4,12277
OVCAR-4,1935
OVCAR-4,15960
OVCAR-4,7725
OVCAR-4,4688
OVCAR-4,5368
OVCAR-4,6426
OVCAR-4,14800
OVCAR-4,4646
OVCAR-4,12299
OVCAR-4,7856
OVCAR-4,3367
OVCAR-4,11687
OVCAR-4,8235
OVCAR-4,991
OVCAR-4,9671
OVCAR-4,14136
OVCAR-4,9200
OVCAR-4,4014
OVCAR-4,8499
OVCAR-4,12007
OVCAR-4,3195
OVCAR-4,596
OVCAR-4,15621
OVCAR-4,4121
OVCAR-4,4467
OVCAR-4,4891
OVCAR-4,8106
OVCAR-4,291
OVCAR-4,16177
OVCAR-4,13736
OVCAR-4,8232
OVCAR-4,10694
OVCAR-4,16858
OVCAR-4,7414
OVCAR-4,16860
OVCAR-4,2414
OVCAR-4,3217
OVCAR-4,14187
OVCAR-4,5065
OVCAR-4,16413
OVCAR-4,3161
OVCAR-4,16199
OVCAR-4,240
OVCAR-4,9393
OVCAR-4,16236
OVCAR-4,14979
OVCAR-4,15223
OVCAR-4,3308
OVCAR-4,7118
OVCAR-4,1400
OVCAR-4,9700
OVCAR-4,10219
OVCAR-4,9981
OVCAR-4,12526
OVCAR-4,12375
OVCAR-4,13324
OVCAR-4,7706
OVCAR-4,12804
OVCAR-4,5074
OVCAR-4,723
OVCAR-4,15272
OVCAR-4,12419
OVCAR-4,17088
OVCAR-4,15816
OVCAR-4,11016
OVCAR-4,8432
OVCAR-4,7921
OVCAR-4,9676
OVCAR-4,12615
OVCAR-4,1233
OVCAR-4,14367
OVCAR-4,1545
OVCAR-4,3058
OVCAR-4,13917
OVCAR-4,7670
OVCAR-4,15327
OVCAR-4,5673
OVCAR-4,4804
OVCAR-4,12621
OVCAR-4,12544
OVCAR-4,6600
OVCAR-4,16926
OVCAR-4,2280
OVCAR-4,14718
OVCAR-4,7666
OVCAR-4,7420
OVCAR-4,10532
OVCAR-4,10163
OVCAR-4,16170
OVCAR-4,15278
OVCAR-4,9093
OVCAR-4,6469
OVCAR-4,4304
OVCAR-4,10465
OVCAR-4,17093
OVCAR-4,15850
OVCAR-4,10055
OVCAR-4,7517
OVCAR-4,4186
OVCAR-4,444
OVCAR-4,2010
OVCAR-4,15042
OVCAR-4,12079
OVCAR-5,4416
OVCAR-5,9342
OVCAR-5,631
OVCAR-5,17083
OVCAR-5,1402
OVCAR-5,320
OVCAR-5,14608
OVCAR-5,8229
OVCAR-5,8581
OVCAR-5,848
OVCAR-5,9703
OVCAR-5,15466
OVCAR-5,15894
OVCAR-5,1513
OVCAR-5,2314
OVCAR-5,10779
OVCAR-5,4791
OVCAR-5,7949
OVCAR-5,16314
OVCAR-5,4836
OVCAR-5,1904
OVCAR-5,10291
