drug	protein
DB00773	13870
DB08877	11808
DB08877	8005
DB08877	13672
DB08877	15264
DB00398	3950
DB00398	1534
DB00398	2271
DB00398	2611
DB00398	1168
DB00398	2240
DB00398	3937
DB00398	13739
DB00398	8413
DB00398	3683
DB00444	14427
DB01590	9053
DB00993	8467
DB00970	13870
DB00515	509
DB00515	6544
DB00515	13313
DB00515	15223
DB00262	559
DB01005	4767
DB08908	160
DB08908	13151
DB00242	4767
DB00242	8968
DB00242	1533
DB00242	11420
DB00242	6436
DB00242	378
DB00242	10709
DB00242	14841
DB00242	9048
DB09053	17009
DB00276	14427
DB00276	2310
DB00276	2003
DB00276	4333
DB00570	4790
DB00570	7662
DB00570	6304
DB00570	1512
DB00570	9658
DB00570	10150
DB00120	8447
DB00120	6278
DB00120	6270
DB00120	15819
DB00120	6001
DB00120	3644
DB00120	11747
DB06287	9053
DB00441	4767
DB00441	5964
DB00441	10264
DB01248	423
DB01248	12883
DB01248	8941
DB01248	8925
DB01248	7809
DB01248	7470
DB09073	1890
DB09073	2902
DB00480	941
DB00480	12951
DB00480	8063
DB00480	9427
DB01033	4605
DB01033	2667
DB01033	6362
DB06772	1402
DB06772	423
DB00563	13853
DB00563	5964
DB00563	1056
DB00290	2509
DB00290	11355
DB01196	8941
DB01196	4736
DB01196	14217
DB01196	8055
DB00309	423
DB00322	5964
DB00851	2873
DB00851	3194
DB00762	9046
DB00762	6893
DB05260	8968
DB05260	3431
DB05260	9593
DB05260	2518
DB01030	9046
DB01030	6893
DB01180	4046
DB09220	2127
DB00905	10074
DB00905	4124
DB00905	8511
DB09070	14217
DB01348	4046
DB08932	5924
DB08932	11176
DB00287	10074
DB00606	4096
DB00606	15225
DB00606	3806
DB00606	14390
DB00606	11331
DB06403	5924
DB06403	11176
DB01324	14103
DB00212	3234
DB00374	4058
DB00374	5631
DB00374	5331
DB00226	523
DB00765	11747
DB04840	523
DB01170	523
DB00654	10074
DB00869	3806
DB00869	4775
DB00869	15225
DB00869	3807
DB01089	4597
DB01119	8198
DB01119	15225
DB01119	3806
DB01119	15739
DB01119	3861
DB01021	14103
DB01021	15739
DB01021	15225
DB01021	3806
DB01021	4775
DB06268	5924
DB06268	11176
DB02638	8786
DB02638	9349
DB02638	4639
DB01613	9661
DB01613	7837
DB00836	13800
DB00836	1028
DB00836	2881
DB00836	8924
DB00836	13127
DB00836	8555
DB00836	9527
DB00969	8393
DB00518	4790
DB00518	7856
DB01179	14427
DB01179	1402
DB01179	7662
DB00153	15800
DB00153	13235
DB11614	10657
DB11614	12754
DB00379	14372
DB00379	1172
DB00699	11660
DB06217	14372
DB06217	1555
DB06217	6213
DB06217	2310
DB01107	13729
DB01107	16323
DB01559	16323
DB01559	16664
DB01427	8799
DB01427	13956
DB01427	3664
DB01427	8185
DB01228	14372
DB00317	3402
DB00175	3926
DB00175	15218
DB00471	16617
DB00471	10750
DB00277	9375
DB00277	7473
DB00277	5098
DB00277	7133
DB00277	8330
DB00277	11680
DB00277	8799
DB00277	15218
DB00277	6054
DB00277	12893
DB00277	3911
DB00277	9283
DB00277	5456
DB00740	14372
DB00740	3586
DB01303	8799
DB01303	11680
DB01303	7473
DB01303	9375
DB01303	15218
DB00546	16323
DB00546	16664
DB06016	11974
DB06016	9116
DB06016	5998
DB06016	1929
DB06016	15449
DB06016	12754
DB00568	12754
DB00568	2953
DB00568	3938
DB00568	11035
DB00568	9178
DB00568	8801
DB00568	7325
DB00568	13235
DB00568	9116
DB00568	5232
DB00568	11963
DB01259	3402
DB01259	3133
DB13874	7117
DB08896	3683
DB08896	2611
DB08896	2271
DB08896	3937
DB08896	1851
DB08896	2240
DB08896	13739
DB08896	14374
DB08896	11565
DB08896	9513
DB08896	15249
DB08896	8722
DB08896	1534
DB08896	3950
DB08896	7268
DB08896	16504
DB08896	10344
DB08896	8413
DB11828	3402
DB01138	10005
DB01138	13001
DB01138	11220
DB01138	7470
DB00185	1744
DB00185	5257
DB00514	3461
DB00514	3461
DB00514	13238
DB00514	9169
DB00514	2217
DB00514	456
DB00514	5962
DB00514	9968
DB00514	2230
DB00514	9626
DB00514	14303
DB00514	13800
DB00514	1028
DB00514	2881
DB00514	1426
DB00514	523
DB08901	10344
DB08901	5022
DB08901	3937
DB08901	8413
DB08901	11565
DB08901	1168
DB08901	13739
DB08901	14374
DB08901	7731
DB08901	4115
DB08901	7582
DB08901	10602
DB08901	15164
DB08901	2611
DB08901	1851
DB06148	3563
DB06148	15449
DB06148	3423
DB06148	12754
DB06148	523
DB06148	2217
DB06148	1829
DB06148	5998
DB06148	13333
DB06148	1929
DB06148	6465
DB06148	16780
DB06148	11974
DB06148	2881
DB06148	3174
DB06148	7590
DB06148	9116
DB06148	3991
DB06148	11473
DB06148	5232
DB00759	11469
DB00759	10913
DB00641	3926
DB00641	8533
DB00641	15218
DB06777	15799
DB06777	7470
DB06777	15235
DB06777	11690
DB00396	6624
DB00396	14217
DB00396	8685
DB00396	9906
DB00396	2881
DB00396	2003
DB00396	930
DB00396	10801
DB00396	11641
DB00396	8055
DB00910	15800
DB12161	4597
DB00778	16597
DB00481	14217
DB00481	8055
DB00481	11678
DB00481	4067
DB06210	10362
DB09555	12754
DB11737	3402
DB00316	16887
DB00316	9427
DB00316	9064
DB00988	9116
DB00988	12336
DB00988	5232
DB00988	11974
DB00988	171
DB00988	3174
DB00988	12260
DB00988	5998
DB00988	7590
DB00988	5232
DB00988	523
DB00988	2217
DB00988	8393
DB00988	2053
DB00988	3161
DB00988	4597
DB00783	14217
DB00783	8055
DB00783	7470
DB00783	9968
DB00783	12761
DB00783	9067
DB00783	9186
DB01296	843
DB01296	13151
DB12001	1890
DB12001	2902
DB01431	6624
DB01431	14217
DB06626	3683
DB06626	2611
DB06626	2271
DB00499	10801
DB00499	1172
DB00499	7470
DB00665	10801
DB01357	14217
DB00201	9375
DB00201	7133
DB00201	7473
DB00201	8859
DB00201	14853
DB00201	5827
DB00201	11198
DB00201	2619
DB00201	3969
DB00201	10737
DB00201	3505
DB00201	5098
DB00201	9865
DB00201	8330
DB01407	5156
DB01407	9793
DB01407	8044
DB01407	9834
DB01407	13956
DB08828	1435
DB00990	12674
DB06710	10801
DB06710	14217
DB00592	5447
DB01412	9375
DB01412	7473
DB01412	7133
DB00983	5156
DB00983	9793
DB00983	8044
DB08860	3926
DB08860	8533
DB00549	16617
DB06155	9831
DB06155	12148
DB00624	10801
DB00624	14217
DB00624	8685
DB00377	8393
DB01393	13279
DB01393	5631
DB01393	3920
DB01393	7470
DB01393	14813
DB01393	10800
DB01393	8880
DB05541	9768
DB05541	6429
DB00822	2225
DB00822	12260
DB01274	5156
DB00617	13235
DB01095	3926
DB01095	15218
DB00307	14813
DB00307	10800
DB00307	8880
DB11581	12883
DB04938	14217
DB01349	14797
DB01349	10267
DB00675	14217
DB00675	8055
DB00675	14639
DB00675	11363
DB00675	10801
DB00675	2310
DB00675	7470
DB00675	9309
DB00675	11641
DB00675	12567
DB06654	11298
DB01094	9461
DB01094	4834
DB01094	15107
DB01094	11641
DB01183	13800
DB01183	1028
DB01183	2881
DB01183	13519
DB01183	14217
DB01183	10680
DB01183	8959
DB08875	6055
DB08875	2611
DB08875	8413
DB01074	2888
DB01074	10200
DB01074	2310
DB00717	6624
DB00717	10801
DB00717	930
DB00422	3174
DB00422	523
DB00422	5998
DB06176	10598
DB06176	15218
DB06176	2726
DB06176	7309
DB06176	13001
DB05381	12754
DB05381	11186
DB05381	7962
DB05381	1829
DB05381	4597
DB00947	14217
DB01194	3806
DB01194	15225
DB01194	4775
DB01194	5525
DB01194	3807
DB04835	4108
DB00530	3402
DB00530	7470
DB00651	7133
DB00651	11680
DB00651	8383
DB00651	8185
DB00651	9375
DB00651	7473
DB11817	8005
DB11817	11808
DB11817	12809
DB11817	13672
DB00841	9793
DB00841	5156
DB00841	11473
DB00841	14217
DB00799	1663
DB00799	10800
DB00799	13543
DB00799	7151
DB01039	13279
DB01039	7581
DB01039	7470
DB03756	13279
DB03756	3920
DB03756	14813
DB03756	10800
DB03756	8880
DB03756	8428
DB01396	15739
DB00347	8801
DB06789	6624
DB01126	16551
DB01126	3340
DB01223	8799
DB01223	9375
DB01223	9865
DB01223	15218
DB11560	11220
DB11560	4871
DB12267	12030
DB12267	3402
DB12267	10344
DB12267	3044
DB12267	1168
DB12267	5045
DB12267	6055
DB12267	7938
DB12267	3133
DB01392	3563
DB01392	16780
DB01392	13333
DB01392	5998
DB01392	9915
DB01392	10789
DB01392	9116
DB01392	11974
DB01392	15449
DB01392	3423
DB01392	1151
DB01392	1929
DB08912	3950
DB08912	1534
DB08912	3162
DB08912	11965
DB08912	7486
DB00845	3920
DB00845	9877
DB01098	3926
DB01098	8533
DB00470	9831
DB00470	10763
DB06701	3174
DB06701	523
DB06701	2217
DB00136	15800
DB00136	3741
DB03128	4999
DB03128	5257
DB03128	13996
DB03128	1744
DB03128	14352
DB03128	14303
DB00643	4790
DB00643	7856
DB01429	14372
DB01429	8555
DB04930	5029
DB04930	14217
DB04930	7470
DB09048	5025
DB01105	523
DB01105	2217
DB01105	3174
DB00977	14217
DB00977	7470
DB01128	10801
DB00158	16831
DB00158	4573
DB00158	12331
DB06637	11922
DB06637	15309
DB06637	9877
DB06637	6873
DB06637	1555
DB06637	3589
DB06637	573
DB06637	9878
DB06637	10244
DB06637	15234
DB06637	2926
DB06637	15848
DB06637	15347
DB06637	466
DB06637	7250
DB06637	6213
DB01216	16551
DB01216	3340
DB01216	1183
DB09262	5257
DB09262	13996
DB09262	1744
DB00234	523
DB09090	9178
DB06774	15607
DB00917	1288
DB00917	4124
DB00917	8511
DB00917	4960
DB00917	7199
DB12483	2619
DB12483	11198
DB09080	5156
DB09231	8924
DB09231	10176
DB09231	13235
DB01076	3926
DB01076	8960
DB01076	1172
DB01076	15218
DB01076	9527
DB08867	6624
DB08867	930
DB08867	10801
DB00978	14427
DB09230	12409
DB06689	1640
DB00890	14217
DB00890	11641
DB01394	7662
DB13873	13279
DB13873	7581
DB13873	3920
DB13873	5631
DB13873	7470
DB01288	5156
DB01288	9793
DB01288	8044
DB06201	5233
DB06201	13379
DB00150	1038
DB00150	8367
DB09295	9064
DB09295	9427
DB09295	7191
DB09211	4124
DB09211	1288
DB09211	8511
DB09211	4960
DB00816	5156
DB01246	12754
DB09214	9064
DB09214	9427
DB00680	14372
DB06152	13235
DB06152	8058
DB01064	9793
DB01064	5156
DB01064	8044
DB01064	3161
DB01597	12265
DB11093	14843
DB11093	6308
DB11093	16718
DB11093	2786
DB11093	2901
DB11093	7461
DB11093	916
DB11093	1370
DB11093	15010
DB11093	4084
DB11093	2170
DB11093	12774
DB11093	10634
DB11093	9671
DB11093	16564
DB11093	1968
DB11093	9665
DB11093	9553
DB11093	13320
DB11093	8555
DB11093	16365
DB11093	13808
DB11093	11982
DB11093	3244
DB11093	4059
DB11093	9667
DB11093	5349
DB11093	17097
DB11093	13941
DB11093	3149
DB11093	13250
DB11093	10352
DB00247	1929
DB00247	3423
DB00247	15449
DB00247	5998
DB00247	7590
DB00247	9915
DB00247	6465
DB00247	5372
DB01365	13333
DB01365	8044
DB09285	10750
DB09285	9427
DB09285	12721
DB09285	13744
DB00830	523
DB00830	3174
DB00867	5156
DB00397	12336
DB00397	9793
DB00397	5156
DB00397	13333
DB05265	12786
DB00627	15421
DB00627	12091
DB00627	12539
DB00627	15592
DB01685	11467
DB11633	2310
DB11633	2953
DB11633	16537
DB11633	9556
DB11633	8198
DB11633	1555
DB11633	6213
DB11633	114
DB11633	14372
DB01164	9665
DB01325	15225
DB01325	3806
DB01325	12691
DB01325	2372
DB01325	14103
DB00360	15819
DB00360	4518
DB00360	11747
DB00360	1455
DB00929	8511
DB00929	1288
DB00929	4960
DB00929	4124
DB00610	11660
DB01262	8846
DB01262	2750
DB01262	6876
DB01420	10801
DB00723	11660
DB00723	5275
DB00723	11473
DB00618	8786
DB01364	523
DB01364	11660
DB01364	9793
DB01364	5156
DB01032	11265
DB01032	4871
DB01032	7536
DB01032	798
DB01032	1429
DB00819	15225
DB00819	3806
DB00819	4775
DB00819	176
DB00819	9764
DB00819	3807
DB00819	8193
DB00819	5646
DB08827	15107
DB00429	4124
DB09096	1160
DB09096	4226
DB09096	11363
DB09096	15776
DB00146	15800
DB00388	11660
DB00388	5275
DB00388	11473
DB08889	9203
DB08889	10831
DB08889	2314
DB08889	10827
DB08889	10535
DB08889	8732
DB06202	14217
DB06202	8055
DB06202	10763
DB00380	14427
DB00380	13870
DB02701	15737
DB02701	9283
DB02701	16507
DB02701	2801
DB09272	13800
DB09272	1028
DB09272	2881
DB00211	11660
DB00211	5275
DB00211	11473
DB01608	12336
DB01608	3563
DB01608	5275
DB01608	10801
DB00162	15844
DB00162	16764
DB00162	7147
DB00162	4323
DB00162	11773
DB00162	6701
DB00162	11756
DB00162	16231
DB00162	7530
DB00162	1888
DB00162	13649
DB00162	1446
DB00162	4544
DB00162	8155
DB00162	10224
DB06410	15800
DB01273	9968
DB01273	14303
DB01273	5962
DB01273	3432
DB01273	9626
DB08811	11680
DB08811	15472
DB08811	8799
DB08811	7387
DB11348	14843
DB11348	6308
DB11348	16718
DB11348	2786
DB11348	2901
DB11348	7461
DB11348	916
DB11348	1370
DB11348	15010
DB11348	4084
DB11348	2170
DB11348	12774
DB11348	10634
DB11348	9671
DB11348	16564
DB11348	1968
DB11348	9665
DB11348	9553
DB11348	13320
DB11348	8555
DB11348	16365
DB11348	13808
DB11348	11982
DB11348	3244
DB11348	4059
DB11348	9667
DB11348	5349
DB11348	17097
DB11348	13941
DB11348	3149
DB11348	13250
DB11348	10352
DB09099	3010
DB09099	8635
DB09099	16812
DB09099	1722
DB09099	4195
DB01017	2518
DB01017	10750
DB01017	10340
DB01017	16624
DB01017	15310
DB01017	5638
DB01017	5374
DB01017	13798
DB01017	6778
DB01622	9116
DB01622	12336
DB01622	11660
DB01622	5275
DB06706	11660
DB06706	4597
DB01070	15800
DB11641	7662
DB00437	11467
DB01366	5156
DB08820	8
DB01205	13729
DB01205	14391
DB01205	7452
DB01205	16323
DB01489	16323
DB01489	16664
DB06412	10801
DB06412	11064
DB01511	16323
DB01511	16664
DB13139	5156
DB00746	3788
DB05015	14334
DB08911	4919
DB08911	2449
DB06764	11473
DB06764	13333
DB01438	5029
DB06274	13800
DB06274	2881
DB06274	1028
DB00550	6155
DB00562	14103
DB00562	15225
DB00562	3806
DB00562	4775
DB00562	11331
DB00562	176
DB00562	11331
DB09018	9116
DB09049	13800
DB01217	12674
DB11691	13800
DB11691	1028
DB11691	2881
DB00504	13800
DB06401	14217
DB06401	8055
DB01063	9116
DB01063	10801
DB00811	8149
DB00811	6362
DB04575	14217
DB00973	3984
DB00973	9461
DB00973	4707
DB06795	11210
DB04573	14217
DB04573	8055
DB04573	11641
DB00293	5964
DB00293	10538
DB00704	1028
DB00704	13800
DB00704	2881
DB00704	3461
DB06616	5022
DB06616	10344
DB06616	15164
DB06616	15728
DB06616	10602
DB06616	2984
DB06616	4919
DB06616	2449
DB06616	13485
DB06616	6180
DB02300	15800
DB01078	15739
DB00511	15739
DB01092	15739
DB01092	9037
DB01092	15715
DB01592	8912
DB01592	9255
DB01592	10601
DB01592	5324
DB01592	6424
DB01592	11183
DB01592	3308
DB01592	5168
DB01592	8338
DB01592	3771
DB01592	2866
DB01592	2728
DB01592	13313
DB09147	11191
DB09147	6424
DB09147	7299
DB00626	2930
DB00626	6544
DB05239	4919
DB09256	5964
DB00523	1663
DB00523	14813
DB00523	7151
DB00523	10800
DB00523	13543
DB00523	8880
DB00523	11731
DB00523	12999
DB00523	3830
DB11363	12030
DB00894	12674
DB06243	1004
DB00685	14427
DB09079	3683
DB09079	2611
DB09079	2271
DB09079	1851
DB09079	2240
DB09079	13739
DB09079	14374
DB09079	7731
DB09079	1168
DB09079	7582
DB09079	15164
DB09079	10602
DB00467	14427
DB00487	14427
DB00548	1183
DB00548	16551
DB00548	2514
DB01208	14427
DB11793	9283
DB11793	1470
DB04894	8635
DB04894	4195
DB04894	5025
DB01108	9812
DB01108	15734
DB01108	14217
DB01108	8055
DB09143	1435
DB04839	10801
DB04839	5880
DB04786	5572
DB04786	16507
DB04786	13201
DB04786	8859
DB04786	5429
DB04786	13077
DB04865	8229
DB00357	12674
DB00357	3046
DB08916	3402
DB08916	3133
DB08916	7938
DB00351	6624
DB00351	930
DB04576	14427
DB00432	5964
DB09124	6624
DB09330	3402
DB09282	3669
DB11699	8393
DB09273	7387
DB09273	7473
DB09273	5156
DB12364	10931
DB00166	12313
DB00166	2166
DB00166	5560
DB02659	11948
DB02659	15054
DB02659	9309
DB02659	12365
DB02659	16068
DB02659	9040
DB02659	9118
DB02659	9139
DB02659	6086
DB02659	1935
DB02659	15163
DB02659	14694
DB02659	15042
DB02659	6335
DB02659	3902
DB02659	1338
DB02659	4146
DB02659	5750
DB02659	8959
DB02659	15799
DB02659	15235
DB06698	12754
DB06698	7962
DB00459	14813
DB00459	1663
DB00459	7151
DB00459	13543
DB00459	10800
DB00459	8880
DB00459	945
DB01406	14217
DB01406	10801
DB01406	6624
DB01406	777
DB01406	749
DB05316	15449
DB05316	3423
DB05316	3461
DB09343	12574
DB11619	11641
DB11619	6624
DB11619	930
DB11619	10801
DB11619	777
DB11619	14217
DB00982	1663
DB00982	13543
DB00378	6624
DB11235	12754
DB11235	5257
DB11235	13996
DB11235	1744
DB11235	14352
DB11235	11963
DB09223	9116
DB09223	11974
DB09223	15449
DB06766	12754
DB09097	9116
DB09097	5232
DB00411	5257
DB00411	13996
DB00411	13238
DB00411	1744
DB00411	14352
DB09488	12754
DB00354	12754
DB00354	5257
DB08802	12754
DB00134	2742
DB00134	9243
DB00134	6635
DB00134	3349
DB00134	1735
DB00190	14153
DB00666	777
DB00122	11427
DB00122	4999
DB00122	4141
DB00122	2473
DB00122	2695
DB00122	7973
DB00122	14284
DB00122	14303
DB00130	10392
DB00130	2667
DB00130	5384
DB06691	12754
DB01620	12754
DB01620	9527
DB01620	1829
DB06212	8786
DB06212	4639
DB00792	12754
DB00920	12754
DB00920	3194
DB08800	12754
DB00535	715
DB01327	637
DB01327	4424
DB01327	782
DB08799	12754
DB01084	12754
DB08801	12754
DB08801	13996
DB01291	5156
DB01291	9793
DB01619	12754
DB09047	14427
DB00493	11265
DB00493	7536
DB00493	4871
DB00493	10386
DB00493	11068
DB00493	4333
DB00493	14643
DB00389	6155
DB00719	12754
DB01212	4871
DB01212	11265
DB01212	7536
DB01212	11068
DB00561	5242
DB00561	15226
DB01102	9793
DB01102	5156
DB01102	8044
DB00221	9793
DB00221	5156
DB06480	8982
DB01411	16617
DB01411	13956
DB01411	925
DB01411	4909
DB01411	780
DB00364	5512
DB00364	2712
DB00364	2836
DB00364	7500
DB06218	13379
DB06218	3723
DB06218	13634
DB13146	15705
DB13146	12812
DB13146	10735
DB13146	1015
DB13146	15167
DB13146	4421
DB13146	16851
DB13146	3686
DB00900	9048
DB01083	9781
DB01083	12415
DB01083	5102
DB09221	13956
DB09221	13290
DB09221	4463
DB09221	3683
DB09221	9834
DB09221	2240
DB09221	7414
DB09221	10210
DB01378	15739
DB09130	3788
DB09130	444
DB09130	6375
DB09130	848
DB09130	7517
DB09130	5368
DB09130	2414
DB09130	9674
DB09130	8238
DB09130	16086
DB09130	1021
DB09130	7666
DB09130	15853
DB09130	6814
DB09130	4740
DB09130	12021
DB09130	3817
DB09130	6556
DB09130	4688
DB09130	13313
DB09130	7903
DB09130	1970
DB09130	8298
DB09130	8526
DB09130	2915
DB09130	571
DB09130	8589
DB09130	582
DB09130	12419
DB09130	13153
DB09130	12407
DB09130	4416
DB09130	6308
DB09130	6256
DB09130	10300
DB09130	9030
DB09130	559
DB09130	13660
DB09130	4836
DB09130	7921
DB09130	14798
DB09130	15272
DB09130	7414
DB09130	16887
DB09130	8769
DB09130	10759
DB09130	4186
DB09130	14225
DB09130	15737
DB09130	10553
DB09130	13050
DB09130	7662
DB09130	15292
DB09130	10443
DB09130	10026
DB09130	414
DB09130	9587
DB09130	4667
DB09130	10967
DB09130	11934
DB09130	2146
DB09130	10101
DB09130	14077
DB09130	6209
DB09130	15960
DB09130	1747
DB09130	11469
DB09130	14430
DB09130	8339
DB09130	8338
DB09130	3771
DB09130	678
DB09130	9668
DB09130	9670
DB09130	7619
DB09130	14522
DB09130	14753
DB09130	1150
DB09130	16971
DB09130	2479
DB09130	9261
DB09130	13768
DB09130	1725
DB09130	1052
DB09130	9529
DB09130	8661
DB09130	16069
DB09130	16251
DB09130	799
DB09130	8155
DB09130	1560
DB09130	258
DB09130	4114
DB09130	10792
DB09130	13240
DB09130	1305
DB09130	14588
DB09130	9339
DB09130	699
DB09130	10155
DB09130	2535
DB09130	9414
DB09130	12440
DB09130	4361
DB09130	5934
DB09130	5429
DB09130	739
DB09130	10647
DB09130	6424
DB09130	7299
DB09130	272
DB09130	15603
DB09130	14620
DB09130	6933
DB09130	8719
DB09130	2804
DB09130	1550
DB09130	3134
DB09130	5627
DB09130	1342
DB09130	4934
DB09130	2977
DB09130	8224
DB09130	5465
DB09130	637
DB09130	4348
DB09130	14594
DB09130	15889
DB09130	7980
DB09130	6936
DB09130	9472
DB09130	303
DB09130	1699
DB09130	6384
DB09130	3492
DB09130	1059
DB09130	766
DB09130	602
DB00769	930
DB00152	8908
DB00163	7470
DB00163	5155
DB00163	10750
DB00163	14335
DB00163	6866
DB00163	561
DB00163	14733
DB00163	16639
DB00142	9123
DB00142	15558
DB00142	15392
DB00142	2440
DB00142	8652
DB00142	8069
DB00142	16631
DB00142	16768
DB00142	5833
DB00142	6469
DB00142	2507
DB00142	6066
DB00142	1279
DB00142	9302
DB00142	169
DB00142	5384
DB00142	10026
DB00142	8447
DB00142	12497
DB00142	994
DB00142	2827
DB00142	3491
DB00142	2347
DB00142	868
DB00142	594
DB00142	6801
DB00142	14820
DB00142	15676
DB00142	12698
DB00142	10209
DB00142	10538
DB00142	2833
DB00142	12690
DB00142	16539
DB00142	4148
DB00142	13818
DB00142	6725
DB00142	4161
DB00142	14959
DB00142	9169
DB00142	8164
DB00142	12301
DB00142	5581
DB00142	3285
DB00142	3586
DB00142	11081
DB00142	3475
DB00142	13034
DB00142	15167
DB00142	9966
DB00142	1836
DB00142	11033
DB00142	8694
DB00142	4082
DB00142	4421
DB00142	16851
DB00142	3686
DB00142	10151
DB00142	13885
DB00142	10502
DB11136	7881
DB06800	13800
DB06800	2881
DB03796	14706
DB03796	12677
DB03796	10164
DB03796	16754
DB03796	4378
DB03796	13809
DB03796	1772
DB03796	4786
DB03796	13279
DB04854	11467
DB09257	9955
DB11994	16559
DB11994	1648
DB11994	10750
DB11994	7916
DB11994	16779
DB11994	15564
DB11994	2093
DB11994	8973
DB09462	5631
DB09462	10863
DB09462	7578
DB09462	5267
DB09462	5240
DB09462	14706
DB09462	12672
DB09462	15535
DB09462	2837
DB09462	11255
DB09462	388
DB01048	13973
DB00302	5465
DB00513	5465
DB00513	549
DB00513	6340
DB01022	994
DB01022	9593
DB08804	10801
DB08804	5239
DB08804	3423
DB08804	9915
DB08804	3044
DB08804	171
DB06718	10801
DB01185	10801
DB01185	14217
DB01185	930
DB01185	6029
DB00583	224
DB00583	1285
DB00583	5925
DB00583	8814
DB00583	6713
DB00583	14494
DB00583	10200
DB00583	2888
DB00583	11467
DB00583	8959
DB00583	715
DB00621	10801
DB00640	9375
DB00640	7473
DB00640	5098
DB00640	9865
DB09185	523
DB00837	11137
DB00837	13729
DB01599	10809
DB01599	8959
DB08996	4999
DB09290	8393
DB06709	1744
DB06709	13996
DB06709	5257
DB06709	14352
DB06709	11963
DB05219	11680
DB05219	7133
DB05219	8383
DB05219	8185
DB01345	15739
DB03619	3063
DB03619	15799
DB03619	12933
DB03619	15235
DB00035	8786
DB00035	4639
DB00035	9349
DB01019	1744
DB01019	5257
DB01019	13996
DB01019	14352
DB01019	11963
DB09338	10823
DB09338	5646
DB09338	15577
DB04339	11196
DB09069	3797
DB06213	7473
DB00761	2372
DB00761	12691
DB00761	13518
DB00761	8242
DB00761	2784
DB00761	13840
DB01160	10074
DB01160	4058
DB00847	7172
DB01579	11660
DB01579	523
DB01579	5275
DB00551	16091
DB06782	3788
DB09209	13800
DB09209	2881
DB09209	1028
DB09265	10540
DB01586	11690
DB01586	15799
DB08964	1288
DB08964	8511
DB11660	10074
DB01046	2882
DB08819	10074
DB09020	4559
DB09020	4096
DB13925	8635
DB01121	5029
DB00115	9243
DB00115	3381
DB00115	2742
DB00115	3621
DB00115	13103
DB00115	11082
DB09014	3423
DB09014	3461
DB09014	11974
DB01553	16323
DB01553	16664
DB01436	15800
DB01436	821
DB01436	14813
DB05990	15799
DB05630	9046
DB04967	14427
DB04967	402
DB04967	9046
DB11254	9046
DB11254	9204
DB11254	2514
DB00711	10750
DB00711	9064
DB09061	9831
DB09061	10763
DB09061	14430
DB09061	2702
DB09061	3336
DB09061	8016
DB09061	12148
DB09061	5998
DB09061	15449
DB09061	14303
DB09061	1028
DB09061	13800
DB09061	3920
DB09061	8801
DB09061	7325
DB09061	13235
DB09061	2316
DB09061	6541
DB09061	7937
DB09061	4820
DB09061	14257
DB09061	2847
DB09061	8393
DB09061	9375
DB09061	9064
DB09061	9427
DB09061	2911
DB09061	9906
DB09061	3926
DB09061	559
DB09061	14298
DB09061	15237
DB09061	16622
DB09061	6231
DB09061	1160
DB09061	671
DB09061	8973
DB09061	3161
DB09061	7916
DB09061	16779
DB09061	1478
DB09061	3869
DB00198	10940
DB00198	995
DB01284	7279
